step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,16,0,0,0,16,0,0.0,0.0,11.804329501187627,0,0.0,0.850180660423315,0,0.0
10.0,16,0,0,0,16,0,0.0,0.0,11.976352010305277,0,0.0,0.8646280808961108,0,0.0
15.0,22,0,6,0,22,0,7.0,0.3181818181818182,5.785933527968468,6,7.0,0.3485568935245538,6,7.0
20.0,22,0,13,0,22,0,59.0,2.6818181818181817,5.166928239612665,13,59.0,0.27676479382989444,13,59.0
25.0,26,0,8,2,28,0,68.0,2.6153846153846154,3.792157410260456,8,98.0,0.25403724097226826,8,98.0
30.0,25,0,13,3,28,0,129.0,5.16,4.0469390933180005,13,142.0,0.2564591017840203,13,142.0
35.0,29,0,16,3,32,0,183.0,6.310344827586207,4.228727222830317,16,196.0,0.213857894594125,16,196.0
40.0,35,0,17,3,38,0,267.0,7.628571428571429,5.864646085561451,17,280.0,0.26105469043158436,17,280.0
45.0,35,0,15,7,42,0,202.0,5.771428571428571,5.33883880327104,15,312.0,0.30245534432169763,15,312.0
50.0,33,0,9,11,44,0,125.0,3.787878787878788,3.523507418540335,9,293.0,0.176245868187865,9,293.0
55.0,37,0,11,11,48,0,146.0,3.945945945945946,4.885358586670412,11,333.0,0.261253763863057,11,333.0
60.0,35,0,16,13,48,0,215.0,6.142857142857143,3.357812835686626,16,402.0,0.07319741244221534,16,402.0
65.0,38,0,16,16,54,0,253.0,6.657894736842105,3.713150148213775,16,428.0,0.18501340199356492,16,428.0
70.0,36,0,11,18,54,0,273.0,7.583333333333333,4.539451632560101,11,399.0,0.17981631271547643,11,399.0
75.0,46,0,7,20,66,0,132.0,2.869565217391304,6.031511303523935,7,357.0,0.3627102980833572,7,357.0
80.0,40,0,12,26,66,0,178.0,4.45,5.276885546524726,12,312.0,0.3097332092800488,12,312.0
85.0,46,0,12,26,72,0,196.0,4.260869565217392,5.107547636345797,12,326.0,0.2684512745785312,12,326.0
90.0,41,0,15,31,72,0,217.0,5.2926829268292686,3.8241529863211263,15,295.0,0.14385930983543643,15,295.0
95.0,44,0,12,32,76,0,268.0,6.090909090909091,6.328643324183864,12,311.0,0.2843072109119792,12,311.0
100.0,41,0,12,37,78,0,142.0,3.4634146341463414,5.125560628927927,12,205.0,0.2408062705929314,12,205.0
105.0,39,0,17,43,82,0,218.0,5.589743589743589,4.2848865675136105,17,261.0,0.21390446802281174,17,261.0
110.0,44,0,22,44,88,0,233.0,5.295454545454546,3.9841943865194938,22,319.0,0.2097027376056561,22,319.0
115.0,42,2,28,48,90,0,361.0,8.595238095238095,3.664725750136801,28,405.0,0.19804359266277646,28,405.0
120.0,44,0,26,48,92,0,396.0,9.0,3.0009615717600027,26,497.0,0.13659487295736042,26,497.0
125.0,44,2,22,52,96,0,366.0,8.318181818181818,3.8118452591935092,22,523.0,0.18213496349701447,22,523.0
130.0,46,0,13,52,98,0,350.0,7.608695652173913,3.831814047091578,13,562.0,0.1302993868288944,13,562.0
135.0,46,2,20,56,102,0,423.0,9.195652173913043,4.226989325333979,20,648.0,0.18363152918510067,20,648.0
140.0,44,0,26,60,104,0,544.0,12.363636363636363,2.3964328303952644,26,769.0,0.09229775891414936,26,769.0
145.0,46,2,35,64,110,0,699.0,15.195652173913043,1.9875822342406324,35,925.0,0.13590114269934503,35,925.0
150.0,52,0,39,64,116,0,887.0,17.057692307692307,2.4293446045595597,39,1113.0,0.17727246675553474,39,1113.0
155.0,52,0,44,64,116,0,1096.0,21.076923076923077,1.309964649605885,44,1322.0,0.07747716783191554,44,1322.0
160.0,58,0,48,64,122,0,1332.0,22.96551724137931,1.5258417400495194,48,1558.0,0.04508525826408148,48,1558.0
165.0,57,0,52,65,122,0,1587.0,27.842105263157894,0.6360625019191659,52,1813.0,0.0011577555962691652,52,1813.0
170.0,60,1,49,67,127,0,1352.0,22.533333333333335,0.9912375579577862,49,1884.0,0.05033774423593617,49,1884.0
175.0,59,1,41,68,127,0,1159.0,19.64406779661017,2.1092813720557175,41,1675.0,0.0519376779918598,41,1675.0
180.0,60,4,36,68,128,0,1043.0,17.383333333333333,2.6920331417685195,36,1735.0,0.0775679616549309,36,1735.0
185.0,63,4,32,71,134,0,756.0,12.0,3.760085414653097,32,1652.0,0.15714833410208395,32,1652.0
190.0,59,8,23,75,134,0,507.0,8.59322033898305,3.870883278765046,23,1549.0,0.15634611419237474,23,1549.0
195.0,55,8,15,81,136,0,258.0,4.6909090909090905,3.7644568943054164,15,1463.0,0.17365682903215063,15,1463.0
200.0,52,12,14,84,136,0,124.0,2.3846153846153846,3.512690255073581,14,1401.0,0.14664174546561573,14,1401.0
205.0,54,8,20,88,142,0,171.0,3.1666666666666665,3.559613628857274,20,1237.0,0.14338977692558247,20,1237.0
210.0,54,10,18,90,144,0,206.0,3.814814814814815,3.085455184197351,18,1310.0,0.11861761357538782,18,1310.0
215.0,52,8,22,94,146,0,303.0,5.826923076923077,2.164079563486467,22,1394.0,0.056942977678386464,22,1394.0
220.0,58,12,23,96,154,0,317.0,5.4655172413793105,3.5439941304875697,23,1430.0,0.19879086004892554,23,1430.0
225.0,58,8,24,100,158,0,347.0,5.982758620689655,3.5179311271883145,24,1433.0,0.190246512776039,24,1433.0
230.0,60,12,34,100,160,0,350.0,5.833333333333333,2.3877847194927413,34,1436.0,0.07179168509576989,34,1436.0
235.0,58,10,47,104,162,0,561.0,9.672413793103448,1.7976156376126846,47,1648.0,0.03907802883740985,47,1648.0
240.0,56,14,46,106,162,0,625.0,11.160714285714286,1.2941428070784224,46,1715.0,0.010537782357363539,46,1715.0
