step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,16,0,0,0,16,0,0.0,0.0,11.335116356301468,0,0.0,0.859416700277586,0,0.0
10.0,16,0,0,0,16,0,0.0,0.0,11.865827110120772,0,0.0,0.8936586715705529,0,0.0
15.0,22,0,4,0,22,0,5.0,0.22727272727272727,8.015150533361618,4,5.0,0.48212031410259953,4,5.0
20.0,22,0,10,0,22,0,48.0,2.1818181818181817,7.35162495575081,10,48.0,0.3493932069411835,10,48.0
25.0,26,0,9,2,28,0,79.0,3.0384615384615383,6.22399848618924,9,79.0,0.3183810786436229,9,79.0
30.0,22,0,11,6,28,0,132.0,6.0,6.230621193735942,11,132.0,0.32016507120186755,11,132.0
35.0,25,0,8,7,32,0,158.0,6.32,5.650919989510715,8,164.0,0.32829229966362267,8,164.0
40.0,28,0,10,10,38,0,202.0,7.214285714285714,8.143655251317254,10,202.0,0.47674600563053804,10,202.0
45.0,30,0,10,12,42,0,252.0,8.4,7.988215774077683,10,252.0,0.4032550445752324,10,252.0
50.0,28,0,14,16,44,0,312.0,11.142857142857142,5.417526925673857,14,312.0,0.2523711992761004,14,312.0
55.0,29,0,14,19,48,0,311.0,10.724137931034482,4.670470502331963,14,311.0,0.27936593686817895,14,311.0
60.0,26,0,18,22,48,0,392.0,15.076923076923077,3.1288045365441803,18,392.0,0.1878841351511661,18,392.0
65.0,32,0,14,22,54,0,190.0,5.9375,3.503749833576726,14,378.0,0.2228536831135423,14,378.0
70.0,30,0,14,24,54,0,187.0,6.233333333333333,3.5642684875093704,14,351.0,0.24617677349971998,14,351.0
75.0,42,0,18,24,66,0,265.0,6.309523809523809,5.8932619876317025,18,298.0,0.35570680429506246,18,298.0
