step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,12,0,0,0,12,0,0.0,0.0,12.64117497989357,0,0.0,0.913024677036855,0,0.0
10.0,12,0,0,0,12,0,0.0,0.0,12.465568427249906,0,0.0,0.8944213411249939,0,0.0
15.0,18,0,2,0,18,0,2.0,0.1111111111111111,8.202588199064584,2,2.0,0.510587207981177,2,2.0
20.0,17,0,6,1,18,0,28.0,1.6470588235294117,8.300286503587115,6,28.0,0.43924029378343676,6,28.0
25.0,21,0,4,3,24,0,41.0,1.9523809523809523,7.863329740623491,4,41.0,0.463208164916139,4,41.0
30.0,18,0,6,6,24,0,70.0,3.888888888888889,9.075998852145139,6,70.0,0.4832598124973111,6,70.0
35.0,22,0,3,6,28,0,41.0,1.8636363636363635,7.07916138451969,3,56.0,0.3261943911921757,3,56.0
40.0,23,0,5,11,34,0,63.0,2.739130434782609,9.56784638709072,5,63.0,0.6081845849471283,5,63.0
45.0,25,0,6,13,38,0,90.0,3.6,8.293659406051914,6,90.0,0.5048240092524083,6,90.0
50.0,23,0,9,17,40,0,131.0,5.695652173913044,5.849380445109246,9,131.0,0.3123268051999087,9,131.0
55.0,25,0,15,19,44,0,194.0,7.76,3.7460731707366013,15,194.0,0.23445149256777145,15,194.0
60.0,23,0,17,21,44,0,278.0,12.08695652173913,2.8761954143193718,17,278.0,0.19286981635821626,17,278.0
65.0,29,0,12,21,50,0,219.0,7.551724137931035,4.405859526028251,12,300.0,0.2509829354303246,12,300.0
70.0,28,0,7,22,50,0,188.0,6.714285714285714,5.914871561413668,7,263.0,0.27196792462752056,7,263.0
75.0,39,0,8,23,62,0,216.0,5.538461538461538,9.086096180396249,8,226.0,0.5322816709058431,8,226.0
80.0,36,0,6,26,62,0,146.0,4.055555555555555,8.378117099167838,6,207.0,0.4952521603800111,6,207.0
85.0,35,0,13,33,68,0,191.0,5.457142857142857,6.056159623707617,13,201.0,0.2734765826744961,13,201.0
90.0,33,0,13,35,68,0,220.0,6.666666666666667,6.000164489180757,13,250.0,0.2688028912450351,13,250.0
95.0,32,0,8,40,72,0,240.0,7.5,6.487145453586069,8,265.0,0.2985115736726415,8,265.0
100.0,31,0,6,43,74,0,203.0,6.548387096774194,6.945797773083959,6,243.0,0.3649836750194844,6,243.0
105.0,31,0,10,47,78,0,245.0,7.903225806451613,6.042526303677844,10,258.0,0.26493548919528037,10,258.0
110.0,34,0,15,50,84,0,311.0,9.147058823529411,6.383911519748343,15,324.0,0.34983070953707374,15,324.0
115.0,32,2,16,54,86,0,387.0,12.09375,4.7139183846424135,16,400.0,0.2615455096115861,16,400.0
120.0,30,0,19,58,88,0,482.0,16.066666666666666,4.199443946088267,19,495.0,0.3115372643263429,19,495.0
125.0,34,2,21,58,92,0,580.0,17.058823529411764,2.6294601318546467,21,593.0,0.13295802557357642,21,593.0
130.0,35,0,21,59,94,0,536.0,15.314285714285715,3.08848156476321,21,647.0,0.1763764720875435,21,647.0
135.0,39,2,16,59,98,0,419.0,10.743589743589743,4.817462816415816,16,621.0,0.21292595955091068,16,621.0
140.0,39,0,10,61,100,0,433.0,11.102564102564102,6.578399763710046,10,545.0,0.2721540568162479,10,545.0
145.0,41,2,10,65,106,0,464.0,11.317073170731707,6.607220058466829,10,576.0,0.3634436023374257,10,576.0
150.0,41,0,15,71,112,0,526.0,12.829268292682928,5.9458872562092155,15,638.0,0.346595378071551,15,638.0
155.0,39,0,17,73,112,0,502.0,12.871794871794872,3.3931151619145132,17,667.0,0.1629688492796525,17,667.0
160.0,41,0,26,77,118,0,614.0,14.975609756097562,3.872935670068684,26,726.0,0.16192966611829798,26,726.0
165.0,41,0,23,77,118,0,637.0,15.536585365853659,3.341491801741439,23,777.0,0.08111799848496797,23,777.0
170.0,43,0,18,81,124,0,594.0,13.813953488372093,4.779206622375975,18,745.0,0.19118155494061229,18,745.0
175.0,40,0,12,84,124,0,595.0,14.875,5.9055000413694945,12,716.0,0.21488316195946222,12,716.0
180.0,40,0,8,88,128,0,587.0,14.675,5.798146368957455,8,716.0,0.25198392271749975,8,716.0
185.0,40,0,13,94,134,0,642.0,16.05,5.706092265994232,13,753.0,0.28353119676783367,13,753.0
190.0,41,0,19,97,138,0,725.0,17.682926829268293,4.679066331190659,19,836.0,0.22052582962392328,19,836.0
195.0,40,0,21,100,140,0,759.0,18.975,2.711219952807454,21,888.0,0.08839922715914104,21,888.0
200.0,40,0,18,104,144,0,779.0,19.475,4.427633204577686,18,903.0,0.21571286289183456,18,903.0
205.0,42,0,16,104,146,0,816.0,19.428571428571427,5.94101413556657,16,888.0,0.19996404176201493,16,888.0
210.0,41,0,13,109,150,0,861.0,21.0,5.621593406745858,13,941.0,0.2654509364614931,13,941.0
215.0,37,0,19,113,150,0,947.0,25.594594594594593,3.964041239027584,19,1023.0,0.09005995418494839,19,1023.0
220.0,46,0,19,116,162,0,999.0,21.717391304347824,5.275987161077706,19,1088.0,0.2992917178976771,19,1088.0
225.0,42,0,13,120,162,0,1025.0,24.404761904761905,5.479565974932235,13,1109.0,0.29231238674019827,13,1109.0
230.0,47,0,14,121,168,0,884.0,18.80851063829787,4.452320284002655,14,1078.0,0.21212476440181754,14,1078.0
235.0,43,0,20,125,168,0,972.0,22.6046511627907,4.0016979292946955,20,1069.0,0.14911748227029642,20,1069.0
240.0,45,0,22,127,172,0,1028.0,22.844444444444445,3.80489245783333,22,1133.0,0.11981685203645458,22,1133.0
245.0,42,0,18,132,174,0,1061.0,25.261904761904763,4.06959821165601,18,1163.0,0.14419440709984532,18,1163.0
250.0,44,0,13,134,178,0,1064.0,24.181818181818183,5.0178530223124875,13,1192.0,0.21719245656338834,13,1192.0
255.0,45,0,18,139,184,0,1137.0,25.266666666666666,4.7039050625825745,18,1255.0,0.223379436677933,18,1255.0
260.0,47,0,25,141,188,0,1246.0,26.51063829787234,4.460987118921414,25,1364.0,0.22678790117588807,25,1364.0
265.0,45,0,25,145,190,0,1299.0,28.866666666666667,2.1893096788638418,25,1440.0,0.11724652366582693,25,1440.0
270.0,47,0,24,147,194,0,1323.0,28.148936170212767,3.8061957726677393,24,1478.0,0.18918998771420384,24,1478.0
275.0,47,0,13,147,194,0,1263.0,26.872340425531913,4.004922481852523,13,1477.0,0.14906456815210878,13,1477.0
280.0,49,0,18,151,200,0,1323.0,27.0,4.526399163873233,18,1527.0,0.18700416930169522,18,1527.0
285.0,45,0,19,155,200,0,1387.0,30.822222222222223,3.224173557834185,19,1580.0,0.12498961087758335,19,1580.0
290.0,51,2,18,159,210,0,1437.0,28.176470588235293,4.949186961521222,18,1589.0,0.26576559894680585,18,1589.0
295.0,52,0,9,160,212,0,1394.0,26.807692307692307,5.171296725848312,9,1591.0,0.26693185371116074,9,1591.0
300.0,50,2,14,164,214,0,1456.0,29.12,4.559021182025558,14,1613.0,0.22108967664032567,14,1613.0
305.0,51,0,26,167,218,0,1565.0,30.686274509803923,3.155330850468418,26,1722.0,0.11351613599753149,26,1722.0
310.0,51,2,35,169,220,0,1725.0,33.8235294117647,2.4529033320312674,35,1882.0,0.07099527119956522,35,1882.0
315.0,49,0,35,175,224,0,1804.0,36.816326530612244,1.5367066262267088,35,1991.0,0.07409979882024294,35,1991.0
320.0,51,2,30,175,226,0,1818.0,35.64705882352941,3.2976836793786126,30,2008.0,0.11971365463777443,30,2008.0
325.0,56,2,22,176,232,0,1831.0,32.69642857142857,4.750495068204247,22,2045.0,0.1906018439161164,22,2045.0
330.0,53,0,18,181,234,0,1782.0,33.62264150943396,4.855011817606191,18,2073.0,0.2545850820785765,18,2073.0
335.0,50,2,20,186,236,0,1852.0,37.04,4.356749746342336,20,2121.0,0.23128409336189892,20,2121.0
340.0,52,0,23,188,240,0,1916.0,36.84615384615385,3.0811049445269063,23,2175.0,0.11952606451632139,23,2175.0
345.0,51,1,22,192,243,0,1992.0,39.05882352941177,3.4826713729062315,22,2200.0,0.14597501531223656,22,2200.0
350.0,53,0,17,193,246,0,1969.0,37.15094339622642,3.7686724924935677,17,2203.0,0.14185111985126925,17,2203.0
355.0,51,0,20,199,250,0,2051.0,40.21568627450981,3.5235194339762512,20,2249.0,0.14313567542409203,20,2249.0
360.0,49,0,25,201,250,0,2164.0,44.16326530612245,3.0592336685523063,25,2361.0,0.09057341435747017,25,2361.0
365.0,58,0,33,204,262,0,2314.0,39.89655172413793,3.611926818143398,33,2511.0,0.19089846868011529,33,2511.0
370.0,53,0,36,209,262,0,2405.0,45.37735849056604,2.092786979889259,36,2631.0,0.1293397965984141,36,2631.0
375.0,58,0,45,210,268,0,2610.0,45.0,2.1519307948866815,45,2808.0,0.07061950877044641,45,2808.0
380.0,58,0,43,210,268,0,2673.0,46.08620689655172,2.3840448948211748,43,2942.0,0.05261724075490238,43,2942.0
385.0,57,2,33,215,272,0,2621.0,45.98245614035088,2.7767471319690014,33,2959.0,0.10162961486442502,33,2959.0
390.0,55,2,29,217,272,0,2600.0,47.27272727272727,4.215643203004064,29,2909.0,0.1397451612759411,29,2909.0
395.0,52,5,22,221,273,0,2566.0,49.34615384615385,5.022759874061125,22,2913.0,0.21608463460431304,22,2913.0
400.0,53,5,14,226,279,0,2490.0,46.9811320754717,5.623376885700875,14,2891.0,0.3139706864119284,14,2891.0
405.0,52,5,19,231,283,0,2572.0,49.46153846153846,5.290403265904438,19,2945.0,0.2686433074717225,19,2945.0
410.0,53,2,25,235,288,0,2688.0,50.716981132075475,3.7255194920755916,25,3061.0,0.15953752617336928,25,3061.0
415.0,53,2,34,239,292,0,2835.0,53.490566037735846,2.153987138690021,34,3208.0,0.1081344612422467,34,3208.0
420.0,52,0,35,242,294,0,2914.0,56.03846153846154,1.2005091685449103,35,3308.0,0.06456014159839853,35,3308.0
425.0,56,1,32,243,299,0,2935.0,52.410714285714285,2.825729574783575,32,3318.0,0.11288351320551034,32,3318.0
430.0,56,1,27,243,299,0,2933.0,52.375,3.3131081169860392,27,3360.0,0.09788882531386955,27,3360.0
435.0,60,4,26,248,308,0,2983.0,49.71666666666667,4.051904162131118,26,3463.0,0.21248244983507392,26,3463.0
440.0,58,3,22,251,309,0,3037.0,52.36206896551724,3.6529381744191354,22,3499.0,0.21047596021129142,22,3499.0
445.0,60,3,22,255,315,0,3102.0,51.7,3.298938232942916,22,3449.0,0.1567722775623216,22,3449.0
450.0,61,2,21,255,316,0,1029.0,16.868852459016395,3.142173900710454,21,2669.0,0.1110233505795908,21,2669.0
455.0,58,4,21,260,318,0,200.0,3.4482758620689653,3.0216319800140736,21,1455.0,0.1193254528647004,21,1455.0
460.0,59,3,25,262,321,0,264.0,4.47457627118644,2.972139681274087,25,1265.0,0.11783920411958557,25,1265.0
465.0,59,4,24,265,324,0,332.0,5.627118644067797,3.454036905701345,24,1252.0,0.12101002051987125,24,1252.0
470.0,62,3,23,269,331,0,419.0,6.758064516129032,4.597636467077392,23,1253.0,0.1894572593593776,23,1253.0
475.0,58,5,17,275,333,0,279.0,4.810344827586207,4.31557973120848,17,1261.0,0.2349957618718631,17,1261.0
480.0,55,4,18,279,334,0,301.0,5.472727272727273,4.037501069067953,18,1206.0,0.19662370317411443,18,1206.0
485.0,58,5,27,281,339,0,419.0,7.224137931034483,3.8951995437969194,27,1268.0,0.13156717985033553,27,1268.0
490.0,58,2,29,284,342,0,498.0,8.586206896551724,3.047614119815452,29,1360.0,0.09613540880663073,29,1360.0
495.0,57,4,27,289,346,0,541.0,9.491228070175438,3.4652262620558902,27,1378.0,0.11199097342578272,27,1378.0
500.0,55,2,23,293,348,0,364.0,6.618181818181818,3.1931905409786245,23,1398.0,0.12446298420172107,23,1398.0
505.0,56,4,21,298,354,0,391.0,6.982142857142857,4.421344669557257,21,1366.0,0.2155000869539743,21,1366.0
510.0,57,4,19,301,358,0,422.0,7.4035087719298245,4.304813964294309,19,1400.0,0.2339915793074502,19,1400.0
515.0,55,2,17,305,360,0,463.0,8.418181818181818,3.8089283872063087,17,1394.0,0.1764142318367877,17,1394.0
520.0,58,3,19,307,365,0,522.0,9.0,3.565999923408134,19,1420.0,0.12956139918140938,19,1420.0
525.0,55,2,23,311,366,0,617.0,11.218181818181819,3.4094972693382024,23,1521.0,0.11537755048781119,23,1521.0
530.0,54,5,24,315,369,0,696.0,12.88888888888889,2.938858272308633,24,1597.0,0.12290078788615216,24,1597.0
535.0,53,2,23,319,372,0,769.0,14.50943396226415,3.386862255482571,23,1633.0,0.14298964495774774,23,1633.0
540.0,55,3,21,320,375,0,845.0,15.363636363636363,4.071121929481883,21,1648.0,0.11182855166336701,21,1648.0
545.0,56,2,20,326,382,0,937.0,16.732142857142858,5.576188273740135,20,1696.0,0.27345482896423995,20,1696.0
550.0,53,5,13,330,383,0,489.0,9.226415094339623,5.042579894785081,13,1217.0,0.2741673962499883,13,1217.0
555.0,54,2,19,334,388,0,409.0,7.574074074074074,4.752677909320329,19,626.0,0.23553589630671426,19,626.0
560.0,54,2,24,338,392,0,486.0,9.0,3.1299203872145656,24,706.0,0.1387548725364675,24,706.0
565.0,55,0,25,341,396,0,572.0,10.4,3.436674126683709,25,779.0,0.12282508216878972,25,779.0
570.0,56,0,18,344,400,0,288.0,5.142857142857143,3.83375436408181,18,727.0,0.16019481567873445,18,727.0
575.0,51,0,13,349,400,0,143.0,2.803921568627451,3.6696737715764334,13,570.0,0.1369888090848732,13,570.0
580.0,59,1,19,352,411,0,225.0,3.8135593220338984,5.537980621358561,19,464.0,0.2834547682536952,19,464.0
585.0,57,0,22,355,412,0,265.0,4.649122807017544,4.205809391985227,22,536.0,0.1909595284321339,22,536.0
590.0,57,0,24,361,418,0,293.0,5.140350877192983,3.5122431301662775,24,591.0,0.14252124300365826,24,591.0
595.0,54,0,24,364,418,0,371.0,6.87037037037037,4.283148665561597,24,654.0,0.1458615746470246,24,654.0
